ticker,date,open,high,low,close
CYPH,2025-11-13,1.43,1.98,1.34,1.76
CYPH,2025-11-14,2.06,3.55,1.8901,2.75
CYPH,2025-11-17,3.04,3.42,2.4,2.435
CYPH,2025-11-18,2.28,3.09,2.24,2.97
CYPH,2025-11-19,3.165,3.3699,2.7,2.94
CYPH,2025-11-20,3.14,3.6999,2.8,2.94
CYPH,2025-11-21,2.89,2.92,2.17,2.28
CYPH,2025-11-24,2.305,2.43,1.75,1.84
CYPH,2025-11-25,1.67,1.72,1.44,1.48
CYPH,2025-11-26,1.64,1.8,1.46,1.7
CYPH,2025-11-28,1.66,1.74,1.53,1.53
