ticker,date,open,high,low,close
LATA,2025-11-11,9.97,9.981,9.95,9.97
LATA,2025-11-12,9.95,9.98,9.95,9.96
LATA,2025-11-13,9.94,9.955,9.94,9.95
LATA,2025-11-14,9.95,9.95,9.95,9.95
LATA,2025-11-20,9.95,9.98,9.95,9.98
LATA,2025-11-24,9.97,9.97,9.97,9.97
LATA,2025-11-25,9.97,9.97,9.97,9.97
LATA,2025-11-28,9.98,9.98,9.98,9.98
