ticker,date,open,high,low,close
CABR,2025-11-13,3.01,3.2,1.36,1.4
CABR,2025-11-14,1.13,1.13,0.7505,0.98
CABR,2025-11-17,0.9828,1.0056,0.8155,0.8302
CABR,2025-11-18,0.87,0.87,0.7102,0.7788
CABR,2025-11-19,0.75,1.3458,0.72026,1.09
CABR,2025-11-20,1.06,1.08,0.8301,0.8644
CABR,2025-11-21,0.8195,0.97,0.73,0.9598
CABR,2025-11-24,0.9007,1.08,0.870101,1.01
CABR,2025-11-25,1.02,1.15,0.9999,1.08
CABR,2025-11-26,1.08,1.09,0.99,1.04
CABR,2025-11-28,1.05,1.05,0.9611,1.03
